user_id,total_obfuscation_km,rounding_component_km,noise_component_km,expected_total_km
user_0243,0.28828992286083804,0.18053277264087994,0.45249564247147384,1.5
user_0244,0.1749094408274773,0.36301968924956873,0.22825183277848335,1.5
user_0246,0.8856657090093797,0.34745864119433706,0.5382793146694558,1.5
user_0247,0.648830646609658,0.2200560391819911,0.439773702238443,1.5
user_0248,0.24202784220222784,0.09307383594849256,0.19876268678348027,1.5
user_0249,0.8519429577326785,0.4128157953075936,0.533052039527456,1.5
user_0250,0.19277671177634756,0.34008676311022373,0.20676254257084078,1.5
user_0251,0.9634185242652431,0.439835255370532,0.5250182844845532,1.5
user_0252,0.48925536123566626,0.3636033634499365,0.6085178286350584,1.5
user_0253,0.2350075146460989,0.05654836151245635,0.18271124592139948,1.5
user_0254,0.34879557513678966,0.20318762480159924,0.520851650960781,1.5
user_0255,0.1947381743061296,0.12999284331770505,0.09934462713348557,1.5
user_0256,0.30320292167451773,0.3860214724377737,0.09514589061068375,1.5
user_0257,0.855733000047629,0.4911098427166239,0.5350403869911133,1.5
user_0258,0.742006491414176,0.7368622635014732,0.14858967513569532,1.5
user_0259,0.1762966462078038,0.2939155877989524,0.46092071619098945,1.5
user_0260,1.0018994880828886,0.5420190362941734,0.5844971496805025,1.5
user_0261,1.0044673918536435,0.47171514103351464,0.558018582613634,1.5
user_0262,0.3431740370661,0.44906418511172475,0.11089178585972578,1.5
user_0263,0.12085039496175837,0.5670812645376246,0.5470166404495473,1.5
user_0264,0.3998916428555744,0.14222035991377915,0.26647996431429355,1.5
user_0265,0.1550147659591325,0.13329765795851484,0.24387047218082117,1.5
user_0266,0.7968853628468189,0.39359402849371755,0.4090071695502438,1.5
user_0267,0.19998055951211585,0.21705356854208072,0.18324842889221124,1.5
user_0268,0.6212670935041127,0.7150513086753953,0.11776304601010425,1.5
user_0269,0.3654522707590282,0.2581742606465939,0.10733590255996525,1.5
user_0270,0.5655617053816265,0.22647582572667632,0.38407781948087605,1.5
user_0271,0.4056511128428429,0.25965096305913515,0.490748538554808,1.5
user_0272,0.2522821865151537,0.3111218110254478,0.09256365565231899,1.5
user_0273,0.5305510996188278,0.27301102044293823,0.5401038048360941,1.5
user_0274,0.9978901140579393,0.4517236068642478,0.6495918802418255,1.5
user_0275,0.9003284508714908,0.3400458238537404,0.5609857981618527,1.5
user_0276,0.40740854645164015,0.3560339308254682,0.23159726993062146,1.5
user_0277,0.20235941676633332,0.6024641005065087,0.4084820358385078,1.5
user_0278,0.7073451910155051,0.19645294925237852,0.5757160578463243,1.5
user_0279,0.8908175996043015,0.5809324262882917,0.3122806318642823,1.5
user_0280,0.6789248320488689,0.37303928922986956,0.4357610564618881,1.5
user_0281,0.455120166134423,0.28834449357175856,0.18030516770737762,1.5
user_0282,0.4551915236827044,0.2783480225766065,0.3104409775686122,1.5
user_0284,0.8762500888622632,0.476750498251788,0.40009033389132753,1.5
user_0285,0.87395589470908,0.3707274649177647,0.5032637503874254,1.5
user_0286,0.1745011452929199,0.03735977793273702,0.16033920640042706,1.5
user_0287,0.44361450763677873,0.2422519004879547,0.2407166259196381,1.5
user_0288,0.05430665687057771,0.1826772805111054,0.1376591216766296,1.5
user_0289,0.8760116983868197,0.5240787779482251,0.5226865717225686,1.5
user_0290,0.7370038300172058,0.46188439685675275,0.4544181095978458,1.5
user_0291,0.2574162765840181,0.482430678090061,0.22913918511995274,1.5
user_0292,0.439138540436723,0.13819701047679772,0.4385173168282579,1.5
user_0293,0.7111877556089655,0.3921446103532092,0.4313446399335461,1.5
user_0294,0.026565482124517037,0.17111793944285303,0.19468931249077318,1.5
user_0295,0.21589210369265882,0.11554232515269282,0.21708946788260186,1.5
user_0296,0.793844008130915,0.458430344746048,0.34957069806040836,1.5
user_0297,0.6270162726324436,0.6998220008134348,0.11761340835592053,1.5
user_0298,0.34897906975593646,0.10823453555267679,0.3067758505776537,1.5
user_0299,0.5363186002478227,0.3689026746243469,0.1709839061613054,1.5
user_0300,0.026446989139036568,0.5079827785472308,0.5312902226620881,1.5
user_0301,0.9965886328544238,0.3247986874292732,0.6877198826298779,1.5
user_0303,0.3509516698831335,0.401028884612358,0.4068956012518988,1.5
user_0304,0.4731544304454981,0.5509872348662087,0.4919303003259321,1.5
user_0305,0.7914727389446764,0.3464935477825642,0.46290259472773027,1.5
user_0306,0.572960446608082,0.4786415232152107,0.4709394617474249,1.5
user_0307,0.23833717954425757,0.08424881006580648,0.1778310215448968,1.5
user_0308,0.1666535039200208,0.43954316766455986,0.3088661583684559,1.5
user_0310,0.26351626638589165,0.2770533332658992,0.18408362888707505,1.5
user_0311,0.5960047884173229,0.1989712664207928,0.4962135652198982,1.5
user_0312,0.6875365505960455,0.6438640142995409,0.2817165823560401,1.5
user_0313,1.0472607838982047,0.530380858935834,0.552015795405043,1.5
user_0314,0.23588805754204406,0.24610207437267628,0.23482805356921943,1.5
user_0315,0.09673253996102878,0.0871672486905295,0.17517865563060542,1.5
user_0316,0.2641679437997001,0.008316436553605016,0.26051588281689203,1.5
user_0317,0.1519213018423091,0.04849314720363289,0.10358082376700298,1.5
user_0319,0.6510806674506175,0.4691068458820105,0.18211551466813716,1.5
user_0320,0.15434762540835625,0.2157154117820712,0.30468196311461415,1.5
user_0321,0.7296011261629654,0.29814400609312214,0.44619780201333453,1.5
user_0322,0.6769092385579458,0.4949567111965976,0.18239601962648747,1.5
user_0324,0.16095575531499767,0.4414779412083993,0.309127897161539,1.5
user_0325,0.26145573538818156,0.3630232082366493,0.19373035618324722,1.5
user_0327,0.30055370299082274,0.371445902470288,0.07118431857989713,1.5
user_0328,0.7015688668412924,0.279075594332655,0.47387059592303227,1.5
user_0329,0.3837059383250423,0.4618390284130227,0.3804456388692845,1.5
user_0330,0.2894600224315957,0.25272450794562606,0.5397848857512374,1.5
user_0332,1.0701161709598028,0.5549672476636403,0.5607787345352199,1.5
user_0333,0.4798889368002427,0.1619075893265365,0.3270204597724977,1.5
user_0334,0.8825044301360488,0.5627083077782659,0.5911865465152727,1.5
user_0335,0.30034364519474155,0.5528201532182921,0.48242339365047454,1.5
user_0336,0.2454559957612095,0.4564927976249344,0.50517888155489,1.5
user_0338,0.6445817098052077,0.47241992823421286,0.20226917568713362,1.5
user_0339,0.2354858366489761,0.4503156037748822,0.36785443826517583,1.5
user_0340,0.050695887275822644,0.25036633786862783,0.30087009122519137,1.5
user_0341,0.17663531826541662,0.09293721126484146,0.0837802768299798,1.5
user_0342,0.3779058109933337,0.044555088561202875,0.33350056962919983,1.5
user_0343,0.34556774613341895,0.25318414638681175,0.14048027601556687,1.5
user_0345,0.6077222150550803,0.4398166526881889,0.36495368545372925,1.5
user_0346,1.0195164572356865,0.5242881295402514,0.5480662028823182,1.5
user_0347,0.9261379151756445,0.5150772535497352,0.41220728761738906,1.5
user_0348,0.9192479147120223,0.4606070732740941,0.4591275756927261,1.5
user_0350,0.2977556488622272,0.23884096245736505,0.2702944225666645,1.5
user_0352,0.8735470138933142,0.4373746745233225,0.4874567081845673,1.5
user_0355,0.47017381529406405,0.37818171837299935,0.260705586371772,1.5
user_0356,0.6309898743310832,0.5345319697393908,0.09676153914823646,1.5
user_0358,0.4466577912546448,0.4147310489408037,0.14235408505473085,1.5
user_0359,0.6755405920873746,0.40564384757020844,0.30063276532304173,1.5
user_0360,0.5924121304172193,0.25456814766953256,0.4387881321465901,1.5
user_0362,0.07795197318292083,0.3033191834398759,0.2328394924354764,1.5
user_0365,0.7670519174115377,0.4414194244789394,0.33589391318093015,1.5
user_0366,0.9978714091566293,0.429820814488353,0.5791532483839952,1.5
user_0367,0.4321808932274235,0.26663685143614513,0.16631534371171694,1.5
user_0368,0.4418543237644537,0.28095780123870184,0.2509535648156342,1.5
user_0369,0.08379698892650084,0.19661443353253366,0.11304243971713422,1.5
user_0370,0.13580171659676316,0.6769604537603818,0.5432367916383255,1.5
user_0371,0.8088910828557015,0.4640836829761964,0.3681701774599659,1.5
user_0372,0.30135570525793515,0.2287892855738076,0.07273596033050106,1.5
user_0373,0.3592731843876392,0.2627410462404999,0.1170176421812452,1.5
user_0374,0.16336448129777217,0.4136351822002363,0.5539688262883431,1.5
user_0375,0.07916623173425809,0.47929817229128924,0.40487674004897495,1.5
user_0376,0.3100768039989458,0.0680153417717104,0.36219736050879897,1.5
user_0378,0.38694114452487427,0.5590571658475734,0.3925363695824151,1.5
user_0380,0.5277954158895566,0.17264159885659192,0.51583055061588,1.5
user_0381,0.8050254579241357,0.16625932577679828,0.6388427613784625,1.5
user_0383,0.4216777765497364,0.06386603066321384,0.4630223245947012,1.5
user_0384,0.6677806174382439,0.5619972302030392,0.5581250840002029,1.5
user_0385,0.3029632111268085,0.46535613413278704,0.18358995202377548,1.5
user_0386,0.6804968043598919,0.3340451989487645,0.36219467760327745,1.5
user_0387,0.6212837634242989,0.6467549908140727,0.5294851797342259,1.5
user_0388,0.9193346192745414,0.4299523973549316,0.5469685354249638,1.5
user_0389,0.8537420376488506,0.3266455866209303,0.5271433867562797,1.5
user_0390,0.22736152613505342,0.3894002376042075,0.22663579733409256,1.5
user_0391,0.3121356087138905,0.34679295370916097,0.6476310682352456,1.5
user_0392,0.2771517253797256,0.612934099742971,0.3555985448235451,1.5
user_0393,0.1445299257202744,0.4145793297068144,0.5111078416728672,1.5
user_0395,0.04557383031061572,0.38670704729749183,0.341203337346709,1.5
user_0396,0.7125737093258405,0.5613372496910343,0.15143844712970753,1.5
user_0398,0.4863077743754949,0.42704062604425813,0.37269405802378597,1.5
user_0400,0.45208009273712624,0.37427212447170904,0.20449306232154993,1.5
user_0401,1.2047699580188587,0.5717202561549652,0.634012513286205,1.5
user_0402,0.7726782492997668,0.5295355388106106,0.24848609004101996,1.5
user_0403,0.43545336721573047,0.3376448024890395,0.10007355122556061,1.5
user_0404,0.4238927887038494,0.46269786118441747,0.20130175090932018,1.5
user_0405,0.3773004917338291,0.21566105034484162,0.20909787988705197,1.5
user_0406,0.3941359732878302,0.10629391541958105,0.305968663180456,1.5
user_0407,0.5670528720543478,0.28301299581703315,0.5370934778327637,1.5
user_0408,0.44768470601546184,0.33352697259029634,0.2187517440612525,1.5
user_0409,0.5945754530285264,0.39119880800007434,0.5105688121760218,1.5
user_0410,0.7914555550472859,0.32796495992500213,0.5317049717933698,1.5
user_0411,0.191729658560095,0.4998265899409536,0.386964843477754,1.5
user_0412,0.3282151258657189,0.2056242108923177,0.4922749255701014,1.5
user_0413,0.42613607115380403,0.2171218354510767,0.3892197351044299,1.5
user_0415,0.6376796584977585,0.5420034940849809,0.12198359666367531,1.5
user_0416,0.29164338480866453,0.3451888264916617,0.514189712299128,1.5
user_0417,1.0149422863593272,0.47915869694224794,0.5429163681618147,1.5
user_0418,0.6509865767285643,0.2840499267800293,0.42756526588887617,1.5
user_0419,0.4868587053694565,0.09003859817460352,0.4233744584554483,1.5
user_0420,0.6744088651004875,0.601025958205635,0.2701559831136303,1.5
user_0421,0.5894686586747577,0.32550493537275876,0.3066946080229554,1.5
user_0422,0.6509079626797334,0.18775192971089036,0.4639734834513338,1.5
user_0423,0.23458800973666785,0.4391871292863212,0.5337605378441148,1.5
user_0424,0.24528001728950244,0.5109015186735334,0.46769552368834183,1.5
user_0425,0.5920399025748064,0.2860887027892299,0.5089060490253962,1.5
user_0427,0.22677244955237394,0.16328675019597355,0.18397363760381122,1.5
user_0428,0.17916029743651737,0.34677366310101165,0.49113799967738786,1.5
user_0429,0.4528889139445403,0.04035329415602641,0.4899670342357709,1.5
user_0430,0.44057259335193955,0.38727078763718287,0.18963250052095354,1.5
user_0431,0.6504855976792098,0.5953446661330907,0.417234667123708,1.5
user_0432,0.3224100282470076,0.04542744531554351,0.36286989307436956,1.5
user_0433,0.39579103881148586,0.25358492400065913,0.22074377080208724,1.5
user_0434,0.4715091212947702,0.29766978227870694,0.1746824786996619,1.5
user_0435,0.46132119420810297,0.14782274660945596,0.4369141723951932,1.5
user_0436,0.05405680968286284,0.49931470414116197,0.4796464694191915,1.5
user_0437,1.0199871766537112,0.5218136606353977,0.5076155113537227,1.5
user_0439,0.48047019820888154,0.323283227927028,0.2098208686442885,1.5
user_0441,0.21613457837893268,0.2776733686379218,0.4159367252342797,1.5
user_0442,0.20933011291392895,0.11354766223666064,0.23903074413833542,1.5
user_0443,0.20769232439927912,0.41016496890567916,0.5278356287328696,1.5
user_0444,0.6214610945348689,0.16680288340871,0.5125849975300513,1.5
user_0445,0.8790023646941709,0.5205355538911404,0.4178844071720008,1.5
user_0446,0.7864393384096986,0.49836046243041376,0.4127552492902089,1.5
user_0447,0.6052568787471634,0.6311816252048986,0.36525317763843607,1.5
user_0448,0.07300754296080969,0.15788192507431253,0.13169905250395558,1.5
user_0449,0.17374850131873412,0.0966605135711285,0.26630675466601605,1.5
user_0450,1.038884976620951,0.5688772084167554,0.47788067954487445,1.5
user_0451,0.4580768499403376,0.20632361375851624,0.33904006213072024,1.5
user_0452,0.42150031393308357,0.3559807518687997,0.46119124300359404,1.5
user_0453,0.808769759266373,0.389310998227046,0.6495425084099444,1.5
user_0454,0.3074487452478359,0.13513843665181477,0.3798639766371018,1.5
user_0455,0.22522302988477344,0.27136146937279704,0.4864550107420272,1.5
user_0456,0.8996793693717121,0.5652332487675282,0.46550455734688784,1.5
user_0458,0.9509655241177373,0.42080969552813263,0.5301620271462237,1.5
user_0460,0.4063522937470932,0.1702978835571185,0.2374602162097936,1.5
user_0461,0.23938583962352528,0.3260559446383604,0.12012978253197631,1.5
user_0462,0.05746229991025188,0.3982915204478354,0.35406293846332465,1.5
user_0464,0.22376532531653698,0.10086219302461898,0.19124414865647232,1.5
user_0465,0.9891566037833456,0.7263977170523823,0.488608541012868,1.5
user_0466,0.5578308574447611,0.42475179540259694,0.1753122812113383,1.5
user_0467,0.60112412541062,0.546886569813501,0.05899974067856996,1.5
user_0468,0.5972305654256335,0.1370664758441298,0.4850939749802168,1.5
user_0469,0.9991258744650418,0.48368600751804086,0.5156322392759427,1.5
user_0470,0.4403153033827104,0.21913464661773033,0.35327212070636643,1.5
user_0471,0.850818815742034,0.5759733749967345,0.38478496702887116,1.5
user_0472,0.7482410418631901,0.36566366344467,0.4078755825069287,1.5
user_0473,0.30891138095218346,0.25543752582362794,0.5529955393866388,1.5
user_0474,0.23508491567527534,0.04165291376498356,0.19705286669980482,1.5
user_0475,0.8047194929620506,0.5070882644898435,0.40494208904261764,1.5
user_0476,0.10062491721301842,0.39659655235627195,0.30051699104989354,1.5
user_0477,0.6356243645592865,0.509276882764857,0.4209895464960192,1.5
user_0478,0.3734058934557792,0.1983325562850663,0.19793143222405193,1.5
user_0479,0.17851683622083106,0.08975980466810139,0.08875705808039605,1.5
user_0480,0.18310535626714255,0.44678995730595245,0.42060009218691746,1.5
user_0481,0.34523288512637734,0.44592105635443763,0.2737013557230485,1.5
user_0482,0.45550966449550995,0.21403014634804185,0.24157320578319502,1.5
user_0483,0.383548166347347,0.043968660024982835,0.3399541800098646,1.5
user_0484,0.799834417138321,0.3452337069636289,0.45460824481218476,1.5
user_0485,0.41808411489261393,0.23203297670696504,0.1861219907337627,1.5
user_0486,0.6312027965560661,0.3398022659724088,0.5961898637476633,1.5
user_0487,0.6084545375258861,0.24785152708915276,0.5895698686805143,1.5
user_0488,0.6537244665047798,0.5171531951251434,0.151674930995612,1.5
user_0489,0.15762571487531188,0.5145216602740088,0.5426664903531538,1.5
user_0490,0.11579822734111962,0.03979381194073338,0.1342797958273112,1.5
user_0491,0.3409475073771772,0.4580385101921937,0.12187396611315336,1.5
user_0492,0.2629220797893622,0.6032932578828067,0.5228603869902336,1.5
user_0493,0.1997727974999334,0.1655942846065844,0.16714553619692668,1.5
user_0494,0.2793089683802185,0.2685209021214139,0.11915243786644038,1.5
user_0495,0.6135374485573144,0.2824831404243836,0.5720742924377108,1.5
user_0496,0.24493970997619702,0.2732546248709578,0.2053689466372224,1.5
user_0497,0.9300013599535638,0.4259998621068329,0.5512913591472022,1.5
user_0499,0.9533602726792411,0.3225671516286982,0.6309758994871533,1.5
